100,8,no,yes
0.9451,0.0493,0.0000,0.0036,0.0017,0.0001,0.0000,0.0002,1
0.4328,0.4410,0.0916,0.0311,0.0009,0.0023,0.0002,0.0001,1
0.9998,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0.0001,0
0.0482,0.7784,0.0009,0.0368,0.0229,0.0663,0.0326,0.0139,0
0.2077,0.7451,0.0048,0.0262,0.0070,0.0065,0.0023,0.0004,1
0.2457,0.0882,0.3299,0.3034,0.0218,0.0013,0.0045,0.0052,1
0.5911,0.3095,0.0961,0.0017,0.0015,0.0000,0.0000,0.0001,0
0.6096,0.3265,0.0104,0.0406,0.0127,0.0000,0.0000,0.0002,1
0.0937,0.4199,0.0817,0.3085,0.0121,0.0290,0.0507,0.0044,0
0.3466,0.4301,0.1871,0.0325,0.0004,0.0025,0.0003,0.0005,0
0.0075,0.0117,0.7864,0.1420,0.0503,0.0004,0.0006,0.0011,0
0.1661,0.0085,0.0547,0.1529,0.3591,0.1353,0.0005,0.1229,1
0.2615,0.4423,0.1985,0.0422,0.0423,0.0052,0.0067,0.0013,1
0.4972,0.2633,0.1067,0.0999,0.0085,0.0235,0.0004,0.0005,1
0.9649,0.0114,0.0226,0.0002,0.0003,0.0001,0.0004,0.0001,1
0.0128,0.0917,0.3014,0.2413,0.2471,0.0126,0.0553,0.0378,1
0.4382,0.1952,0.1912,0.1137,0.0131,0.0372,0.0090,0.0024,0
0.0449,0.1278,0.6906,0.0795,0.0457,0.0062,0.0045,0.0008,1
0.8199,0.0361,0.1152,0.0187,0.0001,0.0028,0.0042,0.0030,0
0.4095,0.2873,0.0064,0.0334,0.2066,0.0099,0.0139,0.0330,1
